iteration,energy_mean,energy_std,energy_error,acceptance_rate,gradient_norm
1.0,3.2630416240914535,2.3572538463314205,0.02151868509002559,0.9892666666666666,0.11471386884087861
2.0,3.278871791997117,2.8801158804525624,0.02629174059921201,0.9876666666666667,0.14888644811626092
3.0,3.253023634087165,2.742151232605541,0.025032301436477507,0.9879166666666667,0.3771737653954018
4.0,3.2136227366682513,1.6458552108541453,0.015024533756203948,0.9875,0.29033986025574005
5.0,3.2073795577450315,1.6219214090566216,0.014806049037347925,0.98825,0.19927064215983095
6.0,3.250786869865772,1.9730763358016374,0.018011640279969914,0.9888333333333333,0.27919501688427356
7.0,3.2797141242281143,2.162499612052958,0.019740830301959594,0.9893333333333333,0.19985332481396215
8.0,3.225300756965411,1.5884630471503989,0.014500617378127762,0.988,0.14193692010229653
9.0,3.2541293629617036,1.4723204216226227,0.013440385113303789,0.98825,0.13591053326558708
10.0,3.2364310040795305,2.0885593251854115,0.019065850918196958,0.9881666666666666,0.3472849663864312
11.0,3.2290112782798337,1.7703308207638575,0.01616083541298333,0.9864166666666667,0.2934355769133205
12.0,3.2301118513786813,1.6068852461648566,0.014668788277445562,0.98825,0.15293082008348965
13.0,3.224153094528236,1.4444456916533523,0.013185924806828212,0.9883333333333333,0.14217676227521336
14.0,3.2353167569533774,1.28249282844719,0.011707504199652151,0.9889166666666667,0.232853908654396
15.0,3.211766650694949,1.9810413517062622,0.01808435059466742,0.989,0.16320378457688192
16.0,3.234353914293708,1.3212238873030533,0.012061068776509094,0.98775,0.12066484306134888
17.0,3.243799010530684,2.1687590853994627,0.01979797121445931,0.98675,0.16967604369547762
18.0,3.2092795080013796,1.242642244410182,0.011343719802871742,0.98825,0.19341060742235736
19.0,3.256622794157452,1.3477771864258632,0.01230346612493818,0.98825,0.04009188450841877
20.0,3.2327212644683594,1.4315973723994133,0.013068636235471371,0.9880833333333333,0.2113322100670006
21.0,3.20599677407991,2.70868977567647,0.02472684152369351,0.9889166666666667,0.26819787086023344
22.0,3.2431232904176857,1.7952545487942406,0.01638835688063941,0.9876666666666667,0.23819110124841325
23.0,3.249806691283533,1.6634459179106666,0.015185114207159315,0.98675,0.16689502903454514
24.0,3.2737014317455397,2.449118997793117,0.022357295351762254,0.9900833333333333,0.08875224541414915
25.0,3.226978062958795,1.2609964762077908,0.011511270249225557,0.98875,0.14362564968835195
26.0,3.200580283537388,1.1868764202627378,0.010834649805814717,0.9884166666666667,0.2941558031083325
27.0,3.2495030213830596,1.6997269890856368,0.015516313558709008,0.9883333333333333,0.1214692492621353
28.0,3.208379427815656,1.1841656416527613,0.01080990389592994,0.9875,0.11747410224012958
29.0,3.2475928782539376,1.6586304264573315,0.015141154985584899,0.9876666666666667,0.09545974345053561
30.0,3.221670049373211,1.469246843370547,0.013412327310955137,0.9865,0.12317305833829201
31.0,3.2660623449182493,1.6457556212831594,0.015023624631961927,0.988,0.22923105254756818
32.0,3.2658411241065273,2.437496038180964,0.022251192732353126,0.9876666666666667,0.2306518590089334
33.0,3.204923584261099,1.3058633461813403,0.011920846862044962,0.9886666666666667,0.15458447412988732
34.0,3.231661661138701,1.4892276081646612,0.013594725904187492,0.9866666666666667,0.1183335617624484
35.0,3.224265288195198,1.375438856086729,0.012555981465796721,0.9891666666666666,0.17073615807481077
36.0,3.238099219278605,1.508844140620958,0.01377379952629326,0.98675,0.1929182836256974
